nom_estab,items,prediction
RESTAURANTE VERDENIA,"['MAYONESA', 'CACHETE', 'SALSA', 'ADEREZO', 'PAVO', 'TOMATE']",['LENGUA']
HOTEL POSADA,"['TOCINO', 'JAMON', 'RIBEYE', 'SALMON', 'DIEZMILLO']","['BACON', 'COFFEE', 'FLAUTAS']"
RESTAURANTE IDOLOS DEL RIN,"['LECHE', 'ADOBADA', 'MAYONESA', 'DULCE', 'FLAUTAS', 'FLAN', 'QUESO']","['TOCINO', 'ARRACHERA']"
RESTAURANTE CHAYITO,"['ACEITE', 'COWBOY', 'LECHE', 'WHIP']",['ARRACHERA']
RESTAURANTE BONDIA,"['ESPALDILLA', 'LENGUA', 'TOCINO', 'SHOULDER', 'SALAMI']","['SALSA', 'FLAUTAS']"
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['RIBEYE', 'HUEVO', 'PASTA', 'PANELA', 'JAMON', 'BACON']","['DIEZMILLO', 'CORTADILLO']"
HOTEL EL REGIO,"['SAZONADOR', 'CARNE', 'MERMELADA', 'CORTADILLO', 'MORTADELA', 'ENDULZANTE', 'SHOULDER']",['PANELA']
HOTEL OASIS,"['PAVO', 'LECHE', 'TOMATE', 'POLLO']",['ARRACHERA']
HOTEL OASIS,"['NUGGET', 'ELOTE', 'LENGUA', 'CARNITAS/PIERNA', 'MORTADELA']",['SALSA']
HOTEL MISION,"['LENGUA', 'QUESO', 'FLAUTAS', 'LOMO', 'ARRACHERA']","['SALSA', 'TOCINO', 'LECHE']"
VITANTI RESTAURANTE,"['COCOA', 'SALMON', 'MERMELADA', 'SHOULDER']",['COFFEE']
RESTAURANTE IDOLOS DEL RIN,"['VEAL', 'CAMARON', 'MERMELADA', 'YOGHURT', 'LENGUA']",['SALSA']
RESTAURANTE CHAYITO,"['MERMELADA', 'COFFEE', 'PIZZA', 'MORTADELA', 'ELOTE', 'ESPALDILLA']",['SALMON']
HOTEL HOLIDAY IN EXPRESS,"['HUESO', 'ESPALDILLA', 'PIZZA', 'BISTEC', 'MOLIDA', 'PULPO', 'PASTA']",['CHILE']
RESTAURANTE TIO LALO,"['ATUN', 'PULPO', 'CATSUP', 'BACON', 'AJO']",['DIEZMILLO']
RESTAURANTE BONDIA,"['BRISKET', 'CHEESECAKE', 'TOMAHAWK', 'CORTADILLO', 'ADOBADA']",['PANELA']
RESTAURANTE  LA  FUNDACION,"['HAMBURGUESA', 'ESPALDILLA', 'ALITA', 'CARNE', 'PIZZA', 'CARNITAS/PIERNA', 'LECHE']",['ARRACHERA']
RESTAURANTE: I LIKE PIZZA,"['SALMON', 'JUGO', 'SAZONADOR', 'MILANESA', 'PAPA', 'PASTEL']",['COFFEE']
HOTEL POSADA,"['JALAPENOS', 'CAMARON', 'CREMA', 'ADEREZO', 'COFFEE', 'ADOBADA', 'MEDALLON']",['SALMON']
RESTAURANTE DE MARISCOS LOS REYES,"['TOCINO', 'YEMA', 'JAMON', 'TOMAHAWK', 'CHULETA']",['FLAUTAS']
RESTAURANTE LAS TRES VILLAS,"['FLAUTAS', 'COCOA', 'BRISKET', 'SAZONADOR', 'DESHEBRADA', 'SALAMI', 'ATUN']",['TOCINO']
RESTAURANTE BERNAL,"['ATUN', 'BACON', 'CARNE']",['DIEZMILLO']
RESTAURANTE TIO LALO,"['TOCINO', 'PAPA', 'SURIMI', 'PANELA', 'ACEITUNA']","['FLAUTAS', 'CORTADILLO']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['CORTADILLO', 'WHIP', 'PAPRIKA', 'LOMO']",['PANELA']
RESTAURANTE LOS RODRIGUEZ,"['HAMBURGUESA', 'PAVO', 'DIEZMILLO', 'LOMO']",['BACON']
RESTAURANTE BOATO,"['CARNITAS/PIERNA', 'CAMARON', 'LECHE', 'PAPA', 'JALAPENOS', 'GALLETA']",['ARRACHERA']
HOTEL MISION,"['MORTADELA', 'CAFE', 'FLAUTAS', 'LOMO', 'MANCHEGO', 'ACEITE', 'SALSA']","['TOCINO', 'LENGUA']"
RESTAURANTE TIO LALO,"['COFFEE', 'BISTEC', 'HUEVO', 'RIBEYE', 'CORTADILLO']","['PANELA', 'SALMON']"
CHE PEBETA RESTAURANTE ARGENTINO,"['ARRACHERA', 'MIEL', 'BONELESS']",['LECHE']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['PASTA', 'ACEITE', 'YEMA', 'CORTADILLO', 'COCOA']",['PANELA']
RESTAURANTE LOS RODRIGUEZ,"['PAPRIKA', 'FLAUTAS', 'PULPA', 'PIMIENTA', 'COFFEE', 'VEAL']","['TOCINO', 'SALMON']"
RESTAURANTE FAMILIAR LAS PALMAS,"['MANCHEGO', 'JUGO', 'PULPA', 'SALMON']",['COFFEE']
MINIRESTAURANTE EL CHINO,"['SALSA', 'PHILADELPHIA', 'MANCHEGO', 'CARNITAS/PIERNA', 'MACHACA', 'CAFE']",['LENGUA']
LOS TORILES RESTAURANTE,"['TOCINO', 'DIEZMILLO', 'PASTEL', 'CHICHARRON', 'CHEESECAKE', 'FAJITA']","['BACON', 'FLAUTAS']"
HOTEL EL REGIO,"['DULCE', 'COFFEE', 'SURIMI', 'DESHEBRADA', 'CARNITAS/PIERNA', 'ELOTE', 'CARNE']",['SALMON']
HOTEL POSADA,"['FAJITA', 'MOLIDA', 'CATSUP', 'CHEESECAKE', 'BISTEC']",['CHILE']
HOTEL CAMINO REAL,"['POLLO', 'GOUDA', 'CREMA', 'ARRACHERA', 'CUBOS', 'SALMON', 'CHEESECAKE']","['COFFEE', 'LECHE']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['SALSA', 'YOGHURT', 'HUESO', 'ACEITUNA', 'ALITA']",['LENGUA']
RESTAURANTE TIO LALO,"['SALCHICHA', 'CORTADILLO', 'ELOTE', 'DULCE']",['PANELA']
HOTEL POSADA,"['PURE', 'CREMA', 'VEAL', 'TOMATE', 'ELOTE', 'CHAMPIÑONES', 'CHILE']",['MOLIDA']
RESTAURANTE FLOR DE TOKIO,"['DIEZMILLO', 'TOMATE', 'FAJITA', 'JALAPENOS', 'CHAMPIÑONES', 'MEDALLON']",['BACON']
RESTAURANTE Y TAQUERIA MI GENERAL,"['PAVO', 'LENGUA', 'PECHUGA', 'COSTILLA', 'WHIP', 'PULPA', 'HUEVO']",['SALSA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['LECHE', 'FAJITA']",['ARRACHERA']
RESTAURANTE ARIECCHINO,"['COSTILLA', 'TOMAHAWK', 'PEPPERONI', 'PASTA', 'LENGUA', 'CORTADILLO']","['SALSA', 'PANELA']"
RESTAURANTE LA POSADA,"['TOCINO', 'PASTEL', 'ROAST', 'AJO', 'MOSTAZA', 'MOLIDA', 'CACHETE']","['CHILE', 'FLAUTAS']"
RESTAURANTE FAMILIAR LAS PALMAS,"['ESPALDILLA', 'ARRACHERA', 'DIEZMILLO', 'MORTADELA', 'PORTERHOUSE', 'COWBOY']","['BACON', 'LECHE']"
LA TORRADA RESTAURANTE,"['ROAST', 'ARRACHERA', 'PURE', 'SALAMI', 'ACEITE', 'CHULETA', 'LOMO']",['LECHE']
HOTEL OASIS,"['FAJITA', 'BISTEC', 'ESPALDILLA', 'SALAMI', 'PANELA', 'MARGARINA', 'PAVO']",['CORTADILLO']
LA TORRADA RESTAURANTE,"['CARNITAS/PIERNA', 'PHILADELPHIA', 'PIMIENTA', 'BONELESS', 'CAFE', 'MARGARINA', 'DIEZMILLO']",['BACON']
HOTEL POSADA,"['PAPRIKA', 'ADEREZO', 'YEMA', 'COCOA', 'MERMELADA', 'LECHE']",['ARRACHERA']
HOTEL PALACIO,"['COWBOY', 'PULPO', 'QUESO', 'SALSA', 'BISTEC', 'ESPALDILLA']",['LENGUA']
LA RONDA RESTAURANTE,"['POLLO', 'GALLETA', 'PIZZA', 'ELOTE', 'LENGUA', 'RIBEYE']",['SALSA']
RESTAURANTE LOS RODRIGUEZ,"['MENUDO', 'PEPPERONI', 'VEAL', 'BACON']",['DIEZMILLO']
RESTAURANTE VERDENIA,"['CARNITAS/PIERNA', 'MOLIDA', 'CHORIZO', 'MEDALLON', 'CARNE', 'PASTA']",['CHILE']
RESTAURANTE LOS RODRIGUEZ,"['MAYONESA', 'PECHUGA', 'CHICHARRON', 'PAPA', 'MILANESA', 'SAZONADOR', 'CORTADILLO']",['PANELA']
RESTAURANTE FAMILIAR LAS PALMAS,"['ACEITUNA', 'PECHUGA', 'SALCHICHA', 'COFFEE', 'BRISKET']",['SALMON']
RESTAURANTE DE MARISCOS LOS REYES,"['SALMON', 'LOMO', 'LENGUA', 'JALAPENOS', 'ELOTE']","['SALSA', 'COFFEE']"
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['LENGUA', 'SALAMI', 'CACHETE', 'PAVO', 'HUESO', 'PIMIENTA']",['SALSA']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['PIERNA', 'AJO', 'FLAUTAS', 'CHICHARRON', 'ALITA', 'PASTA', 'ARRACHERA']","['TOCINO', 'LECHE']"
EL MAGO RESTAURANTE Y BANQUETES,"['CHULETA', 'PANELA', 'YEMA', 'BRISKET', 'CHAMPIÑONES', 'FLAN']",['CORTADILLO']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['ACEITUNA', 'LENGUA', 'ADEREZO', 'PIERNA', 'CHAMPIÑONES', 'PULPO', 'PHILADELPHIA']",['SALSA']
LOS TORILES RESTAURANTE,"['T-BONE', 'MEDALLON', 'SHOULDER', 'VEAL', 'PURE', 'ARRACHERA']",['LECHE']
CHE PEBETA RESTAURANTE ARGENTINO,"['PULPO', 'PANELA', 'DULCE', 'SALAMI', 'DIEZMILLO', 'TOMATE']","['BACON', 'CORTADILLO']"
RESTAURANTE FLOR DE TOKIO,"['BACON', 'SURIMI', 'ENDULZANTE', 'SALMON', 'CAFE', 'CARNITAS/PIERNA']","['DIEZMILLO', 'COFFEE']"
LA TORRADA RESTAURANTE,"['MEDALLON', 'CATSUP', 'FAJITA', 'ESPALDILLA', 'SHOULDER', 'MOLIDA']",['CHILE']
VITANTI RESTAURANTE,"['MILANESA', 'COWBOY', 'SAZONADOR', 'MERMELADA', 'MOLIDA', 'CHAMPIÑONES', 'HUEVO']",['CHILE']
HOTEL HOLIDAY IN EXPRESS,"['BRISKET', 'ELOTE', 'YOGHURT', 'PANELA', 'MANCHEGO', 'SALMON', 'ENDULZANTE']","['COFFEE', 'CORTADILLO']"
RESTAURANTE BON DIA,"['FLAUTAS', 'ALITA', 'MAYONESA', 'PURE', 'PASTEL']",['TOCINO']
RESTAURANTE VERDENIA,"['COCOA', 'CAMARON', 'PAVO', 'TOCINO', 'JAMON']",['FLAUTAS']
RESTAURANTE LA POSADA,"['LOMO', 'MANTEQUILLA', 'CHICHARRON', 'ESPALDILLA', 'PURE', 'DIEZMILLO']",['BACON']
RESTAURANTE FLOR DE TOKIO,"['PIERNA', 'ATUN', 'MARGARINA', 'MERMELADA', 'COFFEE', 'PIMIENTA']",['SALMON']
RESTAURANTE FAMILIAR LAS PALMAS,"['CAFE', 'PASTEL', 'ESPALDILLA', 'FLAUTAS', 'MILANESA']",['TOCINO']
RESTAURANTE FINOS,"['SALMON', 'PASTA', 'MANTEQUILLA', 'CAMARON', 'TOMATE', 'CUBOS', 'CHILE']","['MOLIDA', 'COFFEE']"
HOTEL REGIS,"['CAMARON', 'MOLIDA', 'BONELESS', 'PANELA', 'GALLETA', 'CHICHARRON']","['CHILE', 'CORTADILLO']"
RESTAURANTE BOATO,"['MORTADELA', 'YOGHURT', 'PIZZA', 'MOLIDA']",['CHILE']
RESTAURANTE LA POSADA,"['PASTA', 'PIZZA', 'CARNE', 'CAMARON', 'CORTADILLO', 'VEAL', 'RIBEYE']",['PANELA']
RESTAURANTE EL BUEN PALADAR,"['PURE', 'RIBEYE', 'FILETE', 'MEDALLON', 'POLLO', 'CARNITAS/PIERNA', 'PANELA']",['CORTADILLO']
RESTAURANTE IDOLOS DEL RIN,"['VEAL', 'TOMAHAWK', 'PEPPERONI', 'CHULETA', 'GALLETA', 'CORTADILLO', 'MIEL']",['PANELA']
LA RONDA RESTAURANTE,"['CORTADILLO', 'DESHEBRADA', 'MAYONESA', 'SURIMI']",['PANELA']
RESTAURANTE EL BUEN PALADAR,"['CAMARON', 'PASTA', 'ADOBADA', 'TOCINO']",['FLAUTAS']
CHE PEBETA RESTAURANTE ARGENTINO,"['PAPRIKA', 'FILETE', 'PHILADELPHIA', 'MARGARINA', 'CHILE']",['MOLIDA']
RESTAURANTE BOATO,"['CUBOS', 'FAJITA', 'PANELA', 'COFFEE', 'CARNE']","['SALMON', 'CORTADILLO']"
RESTAURANTE LOS RODRIGUEZ,"['CORTADILLO', 'MOSTAZA', 'VEAL', 'SALCHICHA', 'PIERNA']",['PANELA']
RESTAURANTE LA AZULITA,"['FLAUTAS', 'MENUDO', 'MERMELADA', 'JALAPENOS']",['TOCINO']
HOTEL EL REGIO,"['PURE', 'YOGHURT', 'SALSA', 'PORTERHOUSE', 'PIMIENTA']",['LENGUA']
RESTAURANTE LOS RODRIGUEZ,"['FLAUTAS', 'MANTEQUILLA', 'MERMELADA', 'ARRACHERA', 'ELOTE', 'TOMATE', 'BISTEC']","['TOCINO', 'LECHE']"
EL MAGO RESTAURANTE Y BANQUETES,"['MOSTAZA', 'PORTERHOUSE', 'ACEITUNA', 'TOCINO', 'MACHACA', 'TOMAHAWK']",['FLAUTAS']
EL MAGO RESTAURANTE Y BANQUETES,"['DIEZMILLO', 'MOLLEJA', 'PASTEL', 'BACON', 'SALSA']",['LENGUA']
RESTAURANTE ARIECCHINO,"['MANCHEGO', 'CHICHARRON', 'PASTA', 'LENGUA', 'HUESO', 'CAMARON', 'COWBOY']",['SALSA']
RESTAURANTE BON DIA,"['BACON', 'ESPALDILLA', 'DESHEBRADA', 'PULPA', 'COFFEE', 'PASTA', 'CARNE']","['DIEZMILLO', 'SALMON']"
HOTEL OASIS,"['NUGGET', 'ARRACHERA', 'MEDALLON', 'MILANESA']",['LECHE']
ESPAÑOLA RESTAURANTE,"['CHAMPIÑONES', 'PEPPERONI', 'FLAUTAS', 'HAMBURGUESA', 'CARNITAS/PIERNA', 'CORTADILLO']","['TOCINO', 'PANELA']"
NORTEÑO RESTAURANTE,"['CORTADILLO', 'SAZONADOR', 'HUEVO', 'MAYONESA', 'PEPPERONI', 'ALITA']",['PANELA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['CAFE', 'SURIMI', 'DIEZMILLO', 'MENUDO', 'TOMAHAWK', 'CAMARON']",['BACON']
RESTAURANTE LA DELICIA,"['TOMATE', 'PEPPERONI', 'AJO', 'COFFEE', 'ARRACHERA', 'PAPA', 'QUESO']","['SALMON', 'LECHE']"
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['SALCHICHA', 'MEDALLON', 'BRISKET', 'GOUDA', 'JUGO', 'LECHE']",['ARRACHERA']
RESTAURANTE DE MARISCOS LOS REYES,"['SALCHICHA', 'MEDALLON', 'PULPA', 'MENUDO', 'PIERNA', 'MORTADELA', 'LENGUA']",['SALSA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['MAYONESA', 'CORTADILLO', 'COFFEE', 'PULPA']","['PANELA', 'SALMON']"
RESTAURANTE JOSEPHINOS,"['CARNITAS/PIERNA', 'LENGUA', 'PULPO', 'DULCE', 'PURE']",['SALSA']
RESTAURANTE FLOR DE TOKIO,"['YOGHURT', 'PASTA', 'SALMON', 'DIEZMILLO', 'PAPRIKA', 'MERMELADA', 'FLAUTAS']","['TOCINO', 'BACON', 'COFFEE']"
RESTAURANTE EL BUEN PALADAR,"['MOLIDA', 'MOSTAZA', 'JALAPENOS', 'ACEITE', 'CATSUP']",['CHILE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['COWBOY', 'BISTEC', 'POLLO', 'PAPA', 'CORTADILLO']",['PANELA']
RESTAURANTE FLOR DE TOKIO,"['PANELA', 'MOLLEJA', 'PIMIENTA', 'PAPA', 'LENGUA', 'YOGHURT']","['SALSA', 'CORTADILLO']"
RESTAURANTE JOSEPHINOS,"['VEAL', 'MOSTAZA', 'COCOA', 'CORTADILLO', 'MAYONESA']",['PANELA']
RESTAURANTE FAMILIAR LAS PALMAS,"['HUESO', 'ESPALDILLA', 'PURE', 'JAMON', 'LENGUA']",['SALSA']
HOTEL HOLIDAY IN EXPRESS,"['PIMIENTA', 'POLLO', 'MOLIDA', 'GOUDA', 'SURIMI', 'FLAN']",['CHILE']
RESTAURANTE Y TAQUERIA MI GENERAL,"['FLAUTAS', 'RIBEYE', 'SALCHICHA', 'CACHETE', 'PIZZA']",['TOCINO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['COFFEE', 'PANELA', 'COCOA', 'PIERNA', 'CHAMPIÑONES', 'BRISKET']","['SALMON', 'CORTADILLO']"
RESTAURANTE LOS RODRIGUEZ,"['FLAUTAS', 'ARRACHERA', 'VEAL', 'MORTADELA', 'RIBEYE']","['TOCINO', 'LECHE']"
RESTAURANTE EL BUEN PALADAR,"['PULPA', 'DULCE', 'ARRACHERA', 'CREMA']",['LECHE']
RESTAURANTE ARIECCHINO,"['PIMIENTA', 'MOSTAZA', 'LENGUA', 'CREMA']",['SALSA']
RESTAURANTE BUCHAKAS,"['SALCHICHA', 'MOLIDA', 'ARRACHERA', 'LECHE', 'CHULETA', 'CHAMPIÑONES']",['CHILE']
MINIRESTAURANTE EL CHINO,"['YOGHURT', 'CHULETA', 'COFFEE', 'YEMA', 'POLLO', 'CARNITAS/PIERNA', 'BONELESS']",['SALMON']
ESPAÑOLA RESTAURANTE,"['YOGHURT', 'PAPA', 'ADOBADA', 'SHOULDER', 'CORTADILLO']",['PANELA']
RESTAURANTE BON DIA,"['POLLO', 'ACEITUNA', 'SALAMI', 'PHILADELPHIA', 'DIEZMILLO']",['BACON']
RESTAURANTE DE MARISCOS LOS REYES,"['PORTERHOUSE', 'BRISKET', 'CATSUP', 'CHORIZO', 'MIEL', 'SALSA']",['LENGUA']
RESTAURANTE BONDIA,"['MERMELADA', 'FLAN', 'LOMO', 'LECHE']",['ARRACHERA']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['SHOULDER', 'FILETE', 'TOCINO', 'BONELESS', 'JALAPENOS']",['FLAUTAS']
LA TORRADA RESTAURANTE,"['LECHE', 'AJO', 'SALMON', 'MIEL', 'MERMELADA']","['ARRACHERA', 'COFFEE']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['MARGARINA', 'TOCINO', 'CARNITAS/PIERNA', 'MOLIDA', 'CATSUP', 'T-BONE', 'PIZZA']","['CHILE', 'FLAUTAS']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['TOCINO', 'AJO', 'PIZZA', 'CAMARON', 'MENUDO']",['FLAUTAS']
RESTAURANTE EL GITANO,"['COWBOY', 'LENGUA', 'BONELESS', 'PULPA']",['SALSA']
HOTEL OASIS,"['SALMON', 'CAFE', 'GALLETA', 'MANTEQUILLA', 'SURIMI', 'MILANESA']",['COFFEE']
RESTAURANTE CHAYITO,"['DESHEBRADA', 'GOUDA', 'PULPA', 'CHICHARRON', 'YOGHURT', 'MIEL', 'PANELA']",['CORTADILLO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['SAZONADOR', 'ADEREZO', 'CREMA', 'SURIMI', 'TOCINO', 'VEAL']",['FLAUTAS']
RESTAURANTE FLOR DE TOKIO,"['JALAPENOS', 'COFFEE', 'BISTEC', 'ARRACHERA', 'TOCINO', 'ATUN']","['SALMON', 'FLAUTAS', 'LECHE']"
EL MAGO RESTAURANTE Y BANQUETES,"['JUGO', 'GOUDA', 'PANELA', 'PASTEL', 'QUESO', 'MANCHEGO', 'PASTA']",['CORTADILLO']
RESTAURANTE EL BUEN PALADAR,"['HUESO', 'SALCHICHA', 'HUEVO', 'ADEREZO', 'MOLIDA', 'MANCHEGO', 'YOGHURT']",['CHILE']
CALLE 7 RESTAURANTE,"['MILANESA', 'AJO', 'LECHE', 'HAMBURGUESA', 'SALCHICHA']",['ARRACHERA']
RESTAURANTE CHAYITO,"['DIEZMILLO', 'WHIP', 'PULPA', 'YEMA', 'CHEESECAKE']",['BACON']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['MOLIDA', 'MOSTAZA', 'MEDALLON']",['CHILE']
RESTAURANTE BON DIA,"['CHEESECAKE', 'T-BONE', 'PANELA', 'PEPPERONI', 'PIERNA', 'QUESO', 'DULCE']",['CORTADILLO']
RESTAURANTE DE MARISCOS SIN NOMBRE,"['ATUN', 'ESPALDILLA', 'CHULETA', 'CHORIZO', 'JUGO', 'TOCINO']",['FLAUTAS']
RESTAURANTE FAMILIAR LAS PALMAS,"['TOMATE', 'FLAUTAS', 'WHIP', 'COCOA', 'MORTADELA', 'DULCE', 'FLAN']",['TOCINO']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['ESPALDILLA', 'VEAL', 'CAFE', 'ROAST', 'SALMON', 'YEMA']",['COFFEE']
LA TORRADA RESTAURANTE,"['MACHACA', 'PECHUGA', 'BONELESS', 'PULPO', 'ARRACHERA']",['LECHE']
RESTAURANTE: I LIKE PIZZA,"['DESHEBRADA', 'SAZONADOR', 'NUGGET', 'ARRACHERA']",['LECHE']
CALLE 7 RESTAURANTE,"['MOLLEJA', 'LENGUA', 'WHIP', 'CAMARON', 'AJO', 'PAPRIKA', 'PECHUGA']",['SALSA']
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['DULCE', 'FLAUTAS', 'GALLETA', 'CORTADILLO', 'T-BONE', 'CHICHARRON']","['TOCINO', 'PANELA']"
HOTEL REGIS,"['MOLLEJA', 'COFFEE', 'CAFE', 'MORTADELA', 'PANELA']","['SALMON', 'CORTADILLO']"
RESTAURANTE JOSEPHINOS,"['MIEL', 'DIEZMILLO', 'ROAST', 'POLLO', 'COSTILLA', 'ALITA', 'SALSA']","['BACON', 'LENGUA']"
RESTAURANTE MI KASA,"['LENGUA', 'SHOULDER', 'MACHACA', 'DIEZMILLO']","['SALSA', 'BACON']"
RESTAURANTE LA POSADA,"['SAZONADOR', 'HUEVO', 'PASTEL', 'COFFEE', 'ADOBADA', 'PAPA', 'FLAUTAS']","['TOCINO', 'SALMON']"
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['POLLO', 'PHILADELPHIA', 'PASTA', 'SALMON']",['COFFEE']
HOTEL PALACIO,"['COFFEE', 'AJO', 'TOMAHAWK', 'SALSA', 'PAPA']","['LENGUA', 'SALMON']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['MOLIDA', 'COFFEE', 'WHIP', 'NUGGET', 'PECHUGA', 'SURIMI', 'YEMA']","['CHILE', 'SALMON']"
HOTEL OASIS,"['CORTADILLO', 'YOGHURT']",['PANELA']
HOTEL REGIS,"['HUESO', 'PANELA', 'YOGHURT', 'DIEZMILLO']","['BACON', 'CORTADILLO']"
CALLE 7 RESTAURANTE,"['BRISKET', 'PIZZA', 'ACEITE', 'ACEITUNA', 'BACON', 'SALCHICHA', 'CREMA']",['DIEZMILLO']
MINIRESTAURANTE EL CHINO,"['T-BONE', 'BONELESS', 'ADEREZO', 'JUGO', 'PAPA', 'PAPRIKA', 'DIEZMILLO']",['BACON']
RESTAURANTE VERDENIA,"['SALMON', 'COWBOY', 'PAPA', 'CHILE']","['MOLIDA', 'COFFEE']"
LA TORRADA RESTAURANTE,"['DESHEBRADA', 'T-BONE', 'MOLLEJA', 'MOLIDA', 'MAYONESA']",['CHILE']
HOTEL HOLIDAY IN EXPRESS,"['PIMIENTA', 'CHILE', 'COSTILLA', 'DESHEBRADA', 'AJO']",['MOLIDA']
CHE PEBETA RESTAURANTE ARGENTINO,"['LECHE', 'PECHUGA', 'POLLO', 'SALAMI', 'ROAST']",['ARRACHERA']
HOTEL OASIS,"['HUEVO', 'PASTA', 'BACON', 'NUGGET', 'PAPRIKA', 'FLAN', 'DESHEBRADA']",['DIEZMILLO']
RESTAURANTE FLOR DE TOKIO,"['LECHE', 'WHIP', 'TOCINO', 'HUESO', 'PIERNA']","['ARRACHERA', 'FLAUTAS']"
HOTEL REGIS,"['COWBOY', 'PORTERHOUSE', 'LENGUA', 'SALAMI', 'YOGHURT', 'JALAPENOS']",['SALSA']
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['GOUDA', 'SALCHICHA', 'DULCE', 'FLAUTAS', 'PIZZA']",['TOCINO']
RESTAURANTE FLOR DE TOKIO,"['MILANESA', 'PANELA', 'PIMIENTA']",['CORTADILLO']
RESTAURANTE LOS RODRIGUEZ,"['COSTILLA', 'LECHE', 'MIEL', 'MACHACA', 'PEPPERONI', 'MEDALLON', 'CAFE']",['ARRACHERA']
HOTEL POSADA,"['SALMON', 'SALSA', 'LOMO', 'CORTADILLO', 'MARGARINA']","['PANELA', 'COFFEE', 'LENGUA']"
HOTEL EL REGIO,"['ROAST', 'LECHE', 'QUESO', 'CHORIZO']",['ARRACHERA']
HOTEL REGIS,"['DIEZMILLO', 'BISTEC', 'COWBOY', 'PAPA', 'RIBEYE', 'ENDULZANTE', 'PIZZA']",['BACON']
RESTAURANTE IDOLOS DEL RIN,"['JALAPENOS', 'YEMA', 'MARGARINA', 'BACON']",['DIEZMILLO']
RESTAURANTE FLOR DE TOKIO,"['CARNE', 'MOLIDA', 'MENUDO', 'ALITA', 'FLAN', 'COCOA', 'QUESO']",['CHILE']
HOTEL OASIS,"['PURE', 'SALMON', 'ARRACHERA']","['COFFEE', 'LECHE']"
HOTEL POSADA,"['DULCE', 'BACON']",['DIEZMILLO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CORTADILLO', 'ALITA', 'CREMA', 'LENGUA', 'HUESO', 'ARRACHERA']","['SALSA', 'PANELA', 'LECHE']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['DESHEBRADA', 'ADOBADA', 'SALSA', 'MENUDO', 'CACHETE']",['LENGUA']
LA RONDA RESTAURANTE,"['LECHE', 'YEMA', 'CARNITAS/PIERNA', 'ATUN', 'ACEITE']",['ARRACHERA']
RESTAURANTE IDOLOS DEL RIN,"['CARNITAS/PIERNA', 'DIEZMILLO', 'ENDULZANTE', 'CAMARON', 'SHOULDER', 'ESPALDILLA', 'LOMO']",['BACON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['POLLO', 'BACON', 'GALLETA', 'COCOA', 'CARNITAS/PIERNA', 'FLAN']",['DIEZMILLO']
VITANTI RESTAURANTE,"['ESPALDILLA', 'PEPPERONI', 'MOLLEJA', 'MORTADELA', 'PANELA', 'COFFEE']","['SALMON', 'CORTADILLO']"
HOTEL REGIS,"['CUBOS', 'CARNITAS/PIERNA', 'ARRACHERA', 'ALITA', 'AJO', 'SALMON']","['COFFEE', 'LECHE']"
LA RONDA RESTAURANTE,"['CREMA', 'AJO', 'BISTEC', 'ADOBADA', 'LECHE', 'DESHEBRADA']",['ARRACHERA']
EL MAGO RESTAURANTE Y BANQUETES,"['CHILE', 'FILETE', 'AJO', 'DULCE']",['MOLIDA']
RESTAURANTE DE MARISCOS EL ROJO,"['ATUN', 'ELOTE', 'CATSUP', 'SALCHICHA', 'PAVO', 'DIEZMILLO']",['BACON']
RESTAURANTE CHAYITO,"['ACEITE', 'TOMATE', 'SALSA', 'ELOTE', 'PULPA', 'CHILE']","['MOLIDA', 'LENGUA']"
